,sentID.BTEC,split,lang,sent,revised,CODA
520,5175,corpus-6-test-corpus-26-train,KHA,نعم، دا هو. لأنك ممكن تشوف العلم في مقدمة مكتب البريد.,نعم، دا هو. لأنك ممكن تشوف العلم قدام مكتب البريد.,نعم، ده هو. لأنك ممكن تشوف العلم قدام مكتب البريد.
521,5207,corpus-6-test-corpus-26-test,KHA,انت بالتأكيد ح ترسلهم، صاح؟,,انت بالتأكيد حترسلهم، صاح؟
522,5219,corpus-6-test-corpus-26-train,KHA,داير اعمل مكالمة هاتفية مستخدما كردت كارد.,داير اعمل مكالمة هاتفية بي كردت كارد.,داير اعمل مكالمة هاتفية بي كردت كارد.
523,5224,corpus-6-test-corpus-26-train,KHA,داير حقي يمشي.,,داير حقي يمشي.
524,5245,corpus-6-test-corpus-26-train,KHA,عندما يوصل. ح ندفع عشان نشحنوا إلى عنوان منزلك.,لمن يصل. ح ندفع عشان نشحنوا لي عنوان بيتك.,لمن يصل. حندفع عشان نشحنوا لي عنوان بيتك.
525,5246,corpus-6-test-corpus-26-dev,KHA,هذه الايام دائما بستخدم كمبيوتر في الشغل., الايام دي دائما بستخدم كمبيوتر في الشغل., الايام دي دايما بستخدم كمبيوتر في الشغل.
526,5250,corpus-6-test-corpus-26-train,KHA,اوه، اوكي. فهمت. ح اجي لي محلك.,,اوه، اوكي. فهمت. حأجي لي محلك.
527,5259,corpus-6-test-corpus-26-train,KHA,لا، داك كفاية.,,لأ، داك كفاية.
528,5261,corpus-6-test-corpus-26-train,KHA,ممكن اخد بطانية و مخدة؟,,ممكن اخد بطانية و مخدة؟
529,5262,corpus-6-test-corpus-26-train,KHA,ممكن تجي هنا بسرعة قدر الإمكان، من فضلك؟,,ممكن تجي هنا بسرعة قدر الإمكان، من فضلك؟
530,5263,corpus-6-test-corpus-26-train,KHA,كباية قهوة، من فضلك.,,كباية قهوة، من فضلك.
531,5267,corpus-6-test-corpus-26-test,KHA,بفتش لبعض البطاقات الهواوية نموذجيا.,بفتش لي بعض البطاقات الهواوية نموذجيا.,بفتش لي بعض البطاقات الهواوية نموذجيا.
532,5272,corpus-6-test-corpus-26-train,KHA,ممكن تضيق الخصر تلاتة سنتيمترات؟,,ممكن تضيق الخصر ثلاثة سنتيمترات؟
533,5289,corpus-6-test-corpus-26-train,KHA,انا نفس العمر.,,انا نفس العمر.
534,5300,corpus-6-test-corpus-26-train,KHA,ح تجيب لي بعض القهوة؟,ح تجيب لي قهوة؟,حتجيب لي قهوة؟
535,5307,corpus-6-test-corpus-26-dev,KHA,تلتمية و خمسين دولار؟ داك فوق ميزانيتي.,,ثلثمية و خمسين دولار؟ داك فوق ميزانيتي.
536,5323,corpus-6-test-corpus-26-train,KHA,هل نحن محتاجين نخت دا في تصويت؟ إذا لا، أعتقد إننا وصلنا لخاتمة ال ح أرسلها لمجلس ادارتنا صباح بكرة.,هل نحن محتاجين نخت دا في تصويت؟ اذا لا، اعتقد انو وصلنا لي خاتمة ال ح ارسلها لمجلس ادارتنا صباح بكرة.,هل نحن محتاجين نخت ده في تصويت؟ اذا لأ، اعتقد انو وصلنا لي خاتمة الحأرسلها لي مجلس ادارتنا صباح بكرة.
537,5334,corpus-6-test-corpus-26-train,KHA,هل تعلم إذا كان هناك أي فنادق رخيصة؟,هل تعرف اذا كان هناك اي فنادق رخيصة؟,هل تعرف اذا كان هناك اي فنادق رخيصة؟
538,5361,corpus-6-test-corpus-26-train,KHA,صباح الخير. هل نمت كويس؟,,صباح الخير. هل نمت كويس؟
539,5364,corpus-6-test-corpus-26-train,KHA,ماذا تنوي ان تفعل بعد أن تنهي المدرسة؟,ناوي تسوي شنو بعد ما تنتهي المدرسة؟,ناوي تسوي شنو بعد ما تنتهي المدرسة؟
540,5366,corpus-6-test-corpus-26-train,KHA,اتسرقت في شنطة الكتف بتاعتي في الشارع.,,اتسرقت في شنطة الكتف بتاعتي في الشارع.
541,5367,corpus-6-test-corpus-26-train,KHA,هل عندك اي خدمات تانية بجانب الفطور الصباح دا؟,هل عندك اي خدمات تانية غير الفطور الصباح دا؟,هل عندك اي خدمات ثانية غير الفطور الصباح ده؟
542,5407,corpus-6-test-corpus-26-train,KHA,داير كباية قهوة بيضاء، من فضلك.,,داير كباية قهوة بيضاء، من فضلك.
543,5410,corpus-6-test-corpus-26-test,KHA,اوكي. هل فندق الشيراتون حوالي هنا؟,,اوكي. هل فندق الشيراتون حوالي هنا؟
544,5411,corpus-6-test-corpus-26-train,KHA,أتمنى انك ما تعبان شديد.,,اتمنى انك ما تعبان شديد.
545,5431,corpus-6-test-corpus-26-train,KHA,داير أأجر عربية من النوع دا ليومين.,داير اأجر عربية من النوع دا لي يومين.,داير اأجر عربية من النوع ده لي يومين.
546,5436,corpus-6-test-corpus-26-train,KHA,ح آخد لقطة بتاعت جاك دانيلس.,,حاخد لقطة بتاعت جاك دانيلس.
547,5437,corpus-6-test-corpus-26-train,KHA,ح اخد كيس فشار من فضلك.,,حاخد كيس فشار من فضلك.
548,5447,corpus-6-test-corpus-26-train,KHA,انا وقعت عصا تزلج.,انا وقعت عصاية تزلج.,انا وقعت عصاية تزلج.
549,5455,corpus-6-test-corpus-26-train,KHA,نحن ما بنجيب هدايا للاستقبال. كبديل، الضيوف بجيبوا كاش.,,نحن ما بنجيب هدايا للاستقبال. كبديل، الضيوف بجيبوا كاش.
550,5458,corpus-6-test-corpus-26-train,KHA,داير أرسله بالبريد البري او البحري.,,داير ارسله بالبريد البري او البحري.
551,5492,corpus-6-test-corpus-26-train,KHA,الطيارة وصلت متأخرة بسبب الثلج الثقيل.,,الطيارة وصلت متأخرة بسبب الثلج الثقيل.
552,5518,corpus-6-test-corpus-26-train,KHA,اشحن، من فضلك.,,اشحن، من فضلك.
553,5521,corpus-6-test-corpus-26-train,KHA,ممكن تاخد رسالة، من فضلك؟,,ممكن تاخد رسالة، من فضلك؟
554,5540,corpus-6-test-corpus-26-train,KHA,سوري، ما بقدر اتابعك. ممكن تتكلم أبطأ قليلا، من فضلك؟,سوري، ما قادر اتابعك. ممكن تتكلم ابطأ شوية، من فضلك؟,سوري، ما قادر اتابعك. ممكن تتكلم ابطأ شوية، من فضلك؟
555,5549,corpus-6-test-corpus-26-dev,KHA,ممكن أوريك شنو؟,,ممكن اوريك شنو؟
556,5559,corpus-6-test-corpus-26-train,KHA,ممكن اخد صور؟,,ممكن اخد صور؟
557,5570,corpus-6-test-corpus-26-train,KHA,خارج المئة.,خارج المئة.,خارج المية.
558,5584,corpus-6-test-corpus-26-dev,KHA,رقم الرحلة اتش بي تسعة وتمانين لتوكيو في الحادي عشر من مارس.,رقم الرحلة اتش بي تسعة وتمانين لي طوكيو في حدعشر مارس.,رقم الرحلة اتش بي تسعة وثمانين لي طوكيو في حدعشر مارس.
559,5585,corpus-6-test-corpus-26-train,KHA,ممكن اخد نفس الصحن زي داك؟,,ممكن اخد نفس الصحن زي داك؟
560,5594,corpus-6-test-corpus-26-dev,KHA,هل عندك واحد تاني؟,,هل عندك واحد ثاني؟
561,5596,corpus-6-test-corpus-26-train,KHA,من فضلك جيب فطوري لغرفتي عند السابعة صباح بكرة.,من فضلك جيب فطوري لي غرفتي سبعة صباح بكرة.,من فضلك جيب فطوري لي غرفتي سبعة صباح بكرة.
562,5615,corpus-6-test-corpus-26-train,KHA,زول الصيانة ح يجي قريب.,,زول الصيانة حيجي قريب.
563,5617,corpus-6-test-corpus-26-dev,KHA,انا اسف. ح اجي راجع لاحقا.,انا اسف. ح اجي راجع بعدين.,انا آسف. حأجي راجع بعدين.
564,5640,corpus-6-test-corpus-26-test,KHA,كيف ممكن أخده؟,,كيف ممكن اخده؟
565,5648,corpus-6-test-corpus-26-train,KHA,هل هناك أي شواغر في جولة الخميس؟,,هل هناك اي شواغر في جولة الخميس؟
566,5657,corpus-6-test-corpus-26-train,KHA,اعذرني . ممكن أمر؟,,اعذرني . ممكن امر؟
567,5680,corpus-6-test-corpus-26-train,KHA,هل عندك اي نبتات و فواكه؟,,هل عندك اي نبتات و فواكه؟
568,5684,corpus-6-test-corpus-26-train,KHA,من فضلك وريني كيف املأ بطاقة النزول؟,,من فضلك وريني كيف املأ بطاقة النزول؟
569,5695,corpus-6-test-corpus-26-train,KHA,أعتقد أن عربيتي بتستحق في حوالي خمسة آلاف دولار.,اعتقد انو عربيتي بتستحق حوالي خمسة الف دولار.,اعتقد انو عربيتي بتستحق حوالي خمسة الف دولار.
570,5706,corpus-6-test-corpus-26-train,KHA,هل الأكل دا منخفض في السعرات الحرارية؟,,هل الأكل ده منخفض في السعرات الحرارية؟
571,5717,corpus-6-test-corpus-26-train,KHA,أي بص مفروض اخد عشان أمشي المحطة؟,ياتو بص مفروض اخد عشان امشي المحطة؟,ياتو بص مفروض اخد عشان امشي المحطة؟
572,5723,corpus-6-test-corpus-26-train,KHA,نعم، دا هو. لكن عليك أن تلف شمال في الإشارة التالتة و تبقى في الشارع داك لغاية تجي للشارع ستة وستين.,نعم، دا هو. لكن لازم تلف شمال في الإشارة التالتة و تبقى في الشارع داك لغاية تجي لي شارع ستة وستين.,نعم، ده هو. لكن لازم تلف شمال في الإشارة الثالثة و تبقى في الشارع داك لغاية تجي لي شارع ستة وستين.
573,5733,corpus-6-test-corpus-26-dev,KHA,داير كباية موية عشان اخد بعض الدواء، من فضلك.,داير كباية موية عشان اخد دواء، من فضلك.,داير كباية موية عشان اخد دواء، من فضلك.
574,5761,corpus-6-test-corpus-26-train,KHA,ح أكون ملتزم شديد إذا اخدتني معاك للشاطي.,,حاكون ملتزم شديد اذا اخدتني معاك للشاطي.
575,5772,corpus-6-test-corpus-26-train,KHA,أنا آسف. عندك الرقم غلط. دي تانكيوشا بريس.,,انا آسف. عندك الرقم غلط. دي تانكيوشا بريس.
576,5779,corpus-6-test-corpus-26-train,KHA,بنغادر.,,بنغادر.
577,5830,corpus-6-test-corpus-26-dev,KHA,دي موسيقى شنو؟,دي موسيقة شنو؟,دي موسيقة شنو؟
578,5847,corpus-6-test-corpus-26-train,KHA,من فضلك أدى العصير دا لطفلك، مقاس واحد، بعد كل وجبة.,من فضلك ادى العصير دا لي طفلك، مقاس واحد، بعد كل وجبة.,من فضلك ادى العصير ده لي طفلك، مقاس واحد، بعد كل وجبة.
579,5848,corpus-6-test-corpus-26-train,KHA,الاستايل متوفر في المقاسات تمنية وعشرين، واحد وتلاتين و خمسة وتلاتين سنتيمتر .,,الاستايل متوفر في المقاسات ثمانية وعشرين، واحد وثلاثين و خمسة وثلاثين سنتيمتر .
580,5875,corpus-6-test-corpus-26-train,KHA,اوه. داك يبدو أن كثير.,اوه. داك شكله كثير.,اوه. داك شكله كثير.
581,5898,corpus-6-test-corpus-26-train,KHA,ممكن استخدم تلفونك؟,,ممكن استخدم تلفونك؟
582,5902,corpus-6-test-corpus-26-test,KHA,داك ريحتو حلوة. كم سعره؟,داك ريحتو حلوة. كم سعره؟,داك ريحته حلوة. كم سعره؟
583,5906,corpus-6-test-corpus-26-train,KHA,داير أأكد رحلتي لشيكاغو يوم سبعتاشر.,,داير اأكد رحلتي لي شيكاغو يوم سبعتعشر.
584,5913,corpus-6-test-corpus-26-train,KHA,أنا اكلت كتير شديد شوية.,انا اكلت شوية اكتر من اللازم,انا اكلت شوية اكثر من اللازم
585,5914,corpus-6-test-corpus-26-train,KHA,ممكن اتكلم مع مس براون؟,,ممكن اتكلم مع مس براون؟
586,5916,corpus-6-test-corpus-26-train,KHA,البيت دا يبدو أن مريح للمعيشة فيه، ول لا؟,البيت دا شكلو المعيشه فيهو مريحة، ول لا؟,البيت ده شكله المعيشة فيه مريحة، ولا لأ؟
587,5934,corpus-6-test-corpus-26-dev,KHA,داير اعمل حجز في نورث ويست رحلة صفر تمانية ستة يوم خمسة.,,داير اعمل حجز في نورث ويست رحلة صفر ثمانية ستة يوم خمسة.
588,5940,corpus-6-test-corpus-26-train,KHA,محفظتي، جوازي.,,محفظتي، جوازي.
589,5956,corpus-6-test-corpus-26-train,KHA,متين بتقفل؟,,متين بتقفل؟
590,5974,corpus-6-test-corpus-26-test,KHA,انتظر دقيقة. احتمال انا خليته في غرفة الراحة.,انتظر دقيقة. احتمال انا خليته في الحمام.,انتظر دقيقة. احتمال انا خليته في الحمام.
591,5987,corpus-6-test-corpus-26-train,KHA,داك نفس الكنت ح اقولوا.,,داك نفس الكنت حاقوله.
592,5988,corpus-6-test-corpus-26-train,KHA,نعم، أظن كدا.,,نعم، اظن كده.
593,5997,corpus-6-test-corpus-26-train,KHA,بيتك كبير. كم غرفة؟,,بيتك كبير. كم غرفة؟
594,6006,corpus-6-test-corpus-26-train,KHA,استمتعنا بالعشاء.,,استمتعنا بالعشاء.
595,6024,corpus-6-test-corpus-26-test,KHA,انا فهمت. بس ما بقدر أقوله.,,انا فهمت. بس ما بقدر اقوله.
596,6047,corpus-6-test-corpus-26-train,KHA,اوه، نعم، من فضلك. بس انا بتمنى ما يصيبهم دوار البحر.,,اوه، نعم، من فضلك. بس انا بتمنى ما يصيبهم دوار البحر.
597,6056,corpus-6-test-corpus-26-test,KHA,إلى طوكيو، من فضلك.,لي طوكيو، من فضلك.,لي طوكيو، من فضلك.
