,raw,coda
3226,تطلع,تطلع
3227,معاي,معاي
3228,في,في
3229,موعد,موعد
3230,من,من
3231,فضلك,فضلك
3232,نضف,نضف
3233,الجاكيت,الجاكيت
3234,دا,ده
3235,داير,داير
3236,اأجر,اأجر
3237,مركب,مركب
3238,بي,بي
3239,محرك,محرك
3240,وين,وين
3241,قسم,قسم
3242,السيدات,السيدات
3243,خالي,خالي
3244,قهوة,قهوة
3245,في,في
3246,اي,أي
3247,مجال,مجال
3248,كان,كان
3249,هو,هو
3250,العنة,العنة
3251,العنة,العنة
3252,العنة,العنة
3253,العنة,العنة
3254,اتعودت,اتعودت
3255,على,على
3256,وشها,وشها
3257,هل,هل
3258,مفروض,مفروض
3259,ادفع,ادفع
3260,الرسوم,الرسوم
3261,لم,لم
3262,ادخل,ادخل
3263,المبنى,المبنى
3264,اهلا,اهلا
3265,الطرف,الطرف
3266,التاني,الثاني
3267,في,في
3268,الخط,الخط
3269,اتفضل,اتفضل
3270,من,من
3271,فضلك,فضلك
3272,جروحي,جروحي
3273,بتألم,بتألم
3274,وين,وين
3275,المحطة,المحطة
3276,عندي,عندي
3277,قشعريرة,قشعريرة
3278,تلاتة,ثلاثة
3279,ايام,ايام
3280,من,من
3281,فضلك,فضلك
3282,ساعدني,ساعدني
3283,القى,القى
3284,دليل,دليل
3285,كلام,كلام
3286,ياباني,ياباني
3287,ما,ما
3288,داير,داير
3289,واحد,واحد
3290,كبير,كبير
3291,الفرق,الفرق
3292,شنو,شنو
3293,بين,بين
3294,الفنادق,الفنادق
3295,دي,دي
3296,فوت,فوت
3297,استوبي,استوبي
3298,كان,كان
3299,عظيم,عظيم
3300,شكرا,شكرا
3301,ليك,ليك
3302,هل,هل
3303,عندك,عندك
3304,اي,اي
3305,شي,شي
3306,اطول,اطول
3307,شوية,شوية
3308,تاريخ,تاريخ
3309,الانتهاء,الانتهاء
3310,مارس,مارس
3311,الف,الف
3312,تسعمية,تسعمية
3313,تسعة,تسعة
3314,وتسعين,وتسعين
3315,كيف,كيف
3316,كان,كان
3317,هل,هل
3318,في,في
3319,اي,اي
3320,كازينوهات,كازينوهات
3321,كويسة,كويسة
3322,دي,دي
3323,القروش,القروش
3324,لاقلام,لاقلام
3325,الحبر,الحبر
3326,فاتورة,فاتورة
3327,مئة,مية
3328,دولار,دولار
3329,وين,وين
3330,قسم,قسم
3331,السيدات,السيدات
3332,وين,وين
3333,انا,انا
3334,ممكن,ممكن
3335,اركب,اركب
3336,المركب,المركب
3337,صاحبي,صاحبي
3338,اتجرح,اتجرح
3339,شكلك,شكلك
3340,كويس,كويس
3341,هو,هو
3342,اخر,اخر
3343,القاعة,القاعة
3344,هل,هل
3345,ممكن,ممكن
3346,تقص,تقص
3347,الشنب,الشنب
3348,داك,داك
3349,بجي,بجي
3350,مع,مع
3351,بار,بار
3352,سلطة,سلطة
3353,و,و
3354,اختيار,اختيار
3355,ما,ما
3356,بين,بين
3357,بطاطس,بطاطس
3358,محمصة,محمصة
3359,و,و
3360,بطاطس,بطاطس
3361,مقلية,مقلية
3362,وين,وين
3363,ممكن,ممكن
3364,اشتري,اشتري
3365,قدر,قدر
3366,ما,ما
3367,بقدر,بقدر
3368,ابيع,ابيع
3369,دا,ده
3370,بدون,بدون
3371,وصفة,وصفة
3372,ممكن,ممكن
3373,احجز,احجز
3374,خمسة,خمسة
3375,مقاعد,مقاعد
3376,سوا,سوا
3377,في,في
3378,نفس,نفس
3379,الصف,الصف
3380,ممكن,ممكن
3381,تعيرني,تعيرني
3382,حبل,حبل
3383,السحب,السحب
3384,من,من
3385,فضلك,فضلك
3386,ياتو,ياتو
3387,عربية,عربية
3388,بتدي,بتدي
3389,احسن,احسن
3390,مسافة,مسافة
3391,بالأميال,بالأميال
3392,ما,ما
3393,حتلقى,حتلقى
3394,تخفيض,تخفيض
3395,مهما,مهما
3396,حاولت,حاولت
3397,ممكن,ممكن
3398,تفتح,تفتح
3399,الشنطة,الشنطة
3400,دي,دي
3401,من,من
3402,فضلك,فضلك
3403,عندك,عندك
3404,شنو,شنو
3405,هنا,هنا
3406,داير,داير
3407,اعمل,اعمل
3408,مكالمة,مكالمة
3409,بعيدة,بعيدة
3410,المسافة,المسافة
3411,للهيلتون,للهيلتون
3412,هوتل,هوتل
3413,في,في
3414,بوسطن,بوسطن
3415,هل,هل
3416,السيدات,السيدات
3417,بقبلوا,بقبلوا
3418,داك,داك
3419,احذر,احذر
3420,سقف,سقف
3421,منخفض,منخفض
3422,ما,ما
3423,قادر,قادر
3424,اشوف,اشوف
3425,الشاشة,الشاشة
3426,كويس,كويس
3427,من,من
3428,هنا,هنا
3429,ممكن,ممكن
3430,ابدل,ابدل
3431,المقاعد,المقاعد
3432,لي,لي
3433,فترة,فترة
3434,زرت,زرت
3435,البحيرات,البحيرات
3436,العظمى,العظمى
3437,لأول,لأول
3438,مرة,مرة
3439,في,في
3440,شي,شي
3441,غلط,غلط
3442,في,في
3443,مكنة,مكنة
3444,البيع,البيع
3445,دي,دي
3446,محتاج,محتاج
3447,لي,لي
3448,دكتور,دكتور
3449,من,من
3450,متين,متين
3451,هي,هي
3452,كانت,كانت
3453,في,في
3454,المملكة,المملكة
3455,المتحدة,المتحدة
3456,محب,محب
3457,للفنون,للفنون
3458,الجديدة,الجديدة
3459,زيك,زيك
3460,احتمال,احتمال
3461,يستمتع,يستمتع
3462,بي,بي
3463,لوحات,لوحات
3464,الهيبيش,الهيبيش
3465,و,و
3466,مشهد,مشهد
3467,موسيقي,موسيقى
3468,الشارع,الشارع
3469,ياتو,ياتو
3470,زمن,زمن
3471,معاك,معاك
3472,مشغل,مشغل
3473,المكالمات,المكالمات
3474,في,في
3475,الخارج,الخارج
3476,ممكن,ممكن
3477,تشوف,تشوف
3478,مبنى,مبنى
3479,ابيض,ابيض
3480,صاح,صاح
3481,هو,هو
3482,قدام,امام
3483,المبنى,المبنى
3484,داك,داك
3485,من,من
3486,متين,متين
3487,ما,ما
3488,عندي,عندي
3489,اي,اي
3490,شي,شي
3491,اوضحه,اوضحه
3492,شنو,شنو
3493,هل,هل
3494,مفروض,مفروض
3495,تدفع,تدفع
3496,ضرائب,ضرائب
3497,لمن,لمن
3498,يكون,يكون
3499,عندك,عندك
3500,اكتر,اكثر
3501,من,من
3502,تلاتة,ثلاثة
3503,قارورات,قارورات
3504,من,من
3505,الكحول,الكحول
3506,صحبي,صحبي
3507,عيان,عيان
3508,شديد,شديد
3509,ممكن,ممكن
3510,تتصل,تتصل
3511,بي,بي
3512,دكتور,دكتور
3513,من,من
3514,فضلك,فضلك
3515,ما,ما
3516,بعرف,بعرف
3517,كتيرعن,كتيرعن
3518,الخمرة,الخمرة
3519,الكويس,الكويس
3520,شنو,شنو
3521,للصحن,للصحن
3522,دا,ده
3523,ممكن,ممكن
3524,تديني,تديني
3525,مكالمة,مكالمة
3526,صباحية,صباحية
3527,بدري,بدري
3528,من,من
3529,فضلك,فضلك
3530,في,في
3531,طرمبة,طرمبة
3532,بنزين,بنزين
3533,بعد,بعد
3534,بلكين,بلكين
3535,من,من
3536,هنا,هنا
3537,صحبي,صحبي
3538,عيان,عيان
3539,شديد,شديد
3540,ممكن,ممكن
3541,تنادي,تنادي
3542,دكتور,دكتور
3543,من,من
3544,فضلك,فضلك
3545,حاسي,حاسي
3546,اني,اني
3547,زي,زي
3548,البقيت,البقيت
3549,مبحلق,مبحلق
3550,هل,هل
3551,هو,هو
3552,نادر,نادر
3553,انك,انك
3554,تشوف,تشوف
3555,زول,زول
3556,ياباني,ياباني
3557,طبعا,طبعا
3558,لا,لا
3559,ليه,ليه
3560,انت,انت
3561,بتقول,بتقول
3562,كده,كده
3563,ياتو,ياتو
3564,طريق,طريق
3565,هو,هو
3566,المدخل,المدخل
3567,لي,لي
3568,مركز,مركز
3569,البريد,البريد
3570,المركزي,المركزي
3571,وين,وين
3572,مستودع,مستودع
3573,بص,بص
3574,القريهند,القريهند
3575,في,في
3576,المدينة,المدينة
3577,دي,دي
3578,لكن,لكن
3579,مش,مش
3580,المطاعم,المطاعم
3581,اليابانية,اليابانية
3582,في,في
3583,كيوتو,كيوتو
3584,غالية,غالية
3585,اعتقد,اعتقد
3586,انه,انه
3587,عالي,عالي
3588,شوية,شوية
3589,بالنسبة,بالنسبة
3590,لي,لي
3591,عندنا,عندنا
3592,غرفة,غرفة
3593,مزدوجة,مزدوجة
3594,بي,بي
3595,حمام,حمام
3596,بي,بي
3597,خمسة,خمسة
3598,وتمنين,وثمانين
3599,دولار,دولار
3600,داير,داير
3601,معدل,معدل
3602,الكتاب,الكتاب
3603,هو,هو
3604,ابرد,ابرد
3605,من,من
3606,العادة,العادة
3607,السنة,السنة
3608,دي,دي
3609,لكن,لكن
3610,ما,ما
3611,بارد,بارد
3612,كفاية,كفاية
3613,للتلج,للثلج
3614,وين,وين
3615,ممكن,ممكن
3616,اشتري,اشتري
3617,تزكرة,تزكرة
3618,مترو,مترو
3619,كم,كم
3620,اجرة,اجرة
3621,التكسي,التكسي
3622,من,من
3623,الفندق,الفندق
3624,دا,ده
3625,للمحطة,للمحطة
3626,ممكن,ممكن
3627,آخد,آخد
3628,دا,ده
3629,و,و
3630,دا,ده
3631,من,من
3632,فضلك,فضلك
3633,بقولوا,بقولوا
3634,اليابان,اليابان
3635,بلد,بلد
3636,غني,غني
3637,شديد,شديد
3638,هل,هل
3639,هناك,هناك
3640,اي,اي
3641,غرف,غرف
3642,فاضية,فاضية
3643,في,في
3644,عربية,عربية
3645,النوم,النوم
3646,ممكن,ممكن
3647,تخفضه,تخفضه
3648,لي,لي
3649,عشرين,عشرين
3650,دولار,دولار
3651,من,من
3652,فضلك,فضلك
3653,دي,دي
3654,هدية,هدية
3655,من,من
3656,صديق,صديق
3657,التلج,التلج
3658,بقى,بقى
3659,الممر,الممر
3660,منزلق,منزلق
3661,ما,ما
3662,قادر,قادر
3663,القي,القى
3664,كاميرتي,كاميرتي
3665,عندك,عندك
3666,اي,اي
3667,شي,شي
3668,للتوضيح,للتوضيح
3669,هل,هل
3670,شفت,شفت
3671,جاكيت,جاكيت
3672,ازرق,ازرق
3673,ختيته,ختيته
3674,على,على
3675,الكرسي,الكرسي
3676,دا,ده
3677,هناك,هناك
3678,في,في
3679,دكان,دكان
3680,زهور,زهور
3681,قطعة,قطعة
3682,الشارع,الشارع
3683,انا,انا
3684,من,من
3685,طوكيو,طوكيو
3686,داير,داير
3687,كريم,كريم
3688,شطف,شطف
3689,ريفلون,ريفلون
3690,عندي,عندي
3691,شوية,شوية
3692,حاجات,حاجات
3693,للغسيل,للغسيل
3694,طلبته,طلبته
3695,قبل,قبل
3696,زمن,زمن
3697,طويل,طويل
3698,ممكن,ممكن
3699,من,من
3700,فضلك,فضلك
3701,ترسل,ترسل
3702,عتال,عتال
3703,لي,لي
3704,غرفتي,غرفتي
3705,ستة,ستة
3706,صباحا,صباحا
3707,ممكن,ممكن
3708,نرتب,نرتب
3709,عشان,عشان
3710,غرفتك,غرفتك
3711,تكون,تكون
3712,نضيفة,نظيفة
3713,خاص,خاص
3714,من,من
3715,فضلك,فضلك
3716,كم,كم
3717,التكلفة,التكلفة
3718,الى,لي
3719,الفندق,الفندق
3720,سي,سي
3721,ممكن,ممكن
3722,تزكرة,تزكرة
3723,متعددة,متعددة
3724,داير,داير
3725,احجز,احجز
3726,طربيزة,طربيزة
3727,لاتنين,لاثنين
3728,الساعة,الساعة
3729,سبعة,سبعة
3730,من,من
3731,فضلك,فضلك
3732,داير,داير
3733,شوية,شوية
3734,كريم,كريم
3735,الليل,الليل
3736,ممكن,ممكن
3737,تلف,تلف
3738,دي,دي
3739,زي,زي
3740,هدية,هدية
3741,هي,هي
3742,تلاتة,ثلاثة
3743,و,و
3744,ربع,ربع
3745,صعب,صعب
3746,بالنسبة,بالنسبة
3747,لينا,لينا
3748,انو,انو
3749,نتكلم,نتكلم
3750,انجليزي,انجليزي
3751,بي,بي
3752,طلاقة,طلاقة
3753,هل,هل
3754,عندك,عندك
3755,ديل,ديل
3756,في,في
3757,نفس,نفس
3758,التصميم,التصميم
3759,مع,مع
3760,كعوب,كعوب
3761,اعلى,اعلى
3762,داير,داير
3763,جاكيت,جاكيت
3764,لي,لي
3765,طفل,طفل
3766,عمره,عمره
3767,عشرة,عشرة
3768,سنوات,سنوات
3769,وديني,وديني
3770,لي,لي
3771,طريق,طريق
3772,آبي,آبي
3773,من,من
3774,فضلك,فضلك
3775,شكرا,شكرا
3776,ليك,ليك
3777,هلوو,هلوو
3778,شكرا,شكرا
3779,للانتظار,للانتظار
3780,انا,انا
3781,متأكد,متأكد
3782,اني,اني
3783,عندي,عندي
3784,حجز,حجز
3785,نحن,نحن
3786,هنا,هنا
3787,لي,لي
3788,يوم,يوم
3789,عندي,عندي
3790,صداع,صداع
3791,خفيف,خفيف
3792,استمتعت,استمتعت
3793,شديد,شديد
3794,بالوجبة,بالوجبة
3795,ممكن,ممكن
3796,اشوف,اشوف
3797,العربية,العربية
3798,ممكن,ممكن
3799,ترسم,ترسم
3800,لي,لي
3801,خريطة,خريطة
3802,من,من
3803,فضلك,فضلك
3804,اوكي,اوكي
3805,سيدي,سيدي
3806,من,من
3807,فضلك,فضلك
3808,خليك,خليك
3809,فى,فى
3810,غرفتك,غرفتك
3811,لغاية,لغاية
3812,الدكتور,الدكتور
3813,يجي,يجي
3814,انا,انا
3815,اتسرقت,اتسرقت
3816,في,في
3817,وايماتالو,وايماتالو
3818,بيتش,بيتش
3819,من,من
3820,فضلك,فضلك
3821,تعال,تعال
3822,الآن,الآن
3823,رايك,رايك
3824,شنو,شنو
3825,في,في
3826,مية,مية
3827,دولار,دولار
3828,داير,داير
3829,دا,ده
3830,معبى,معبى
3831,داير,داير
3832,اقدم,اقدم
3833,لإعادة,لإعادة
3834,توزيع,توزيع
3835,الحكومة,الحكومة
3836,دعمت,دعمت
3837,ترقية,ترقية
3838,الصناعات,الصناعات
3839,عمره,عمره
3840,تعدى,تعدى
3841,الخمسين,الخمسين
3842,سنة,سنة
3843,افترض,افترض
3844,اقل,اقل
3845,عمر,عمر
3846,شنو,شنو
3847,عشان,عشان
3848,يعمل,يعمل
3849,ده,ده
3850,عندك,عندك
3851,اي,اي
3852,خرائط,خرائط
3853,بسيطة,بسيطة
3854,للمدينة,للمدينة
3855,اذا,اذا
3856,ممكن,ممكن
3857,افضل,افضل
3858,انو,انو
3859,ما,ما
3860,تقلع,تقلع
3861,السن,السن
3862,الحساب,الحساب
3863,هو,هو
3864,كورة,كورة
3865,واحدة,واحدة
3866,و,و
3867,ضربتين,ضربتين
3868,ياتو,ياتو
3869,زمن,زمن
3870,بصل,بصل
3871,فيه,فيه
3872,القطر,القطر
3873,لي,لي
3874,سان,سان
3875,دييغو,دييغو
3876,من,من
3877,فضلك,فضلك
3878,داير,داير
3879,آخد,آخد
3880,نظرة,نظرة
3881,لي,لي
3882,صندوقك,صندوقك
3883,داير,داير
3884,شوية,شوية
3885,شامبو,شامبو
3886,انا,انا
3887,مقيم,مقيم
3888,في,في
3889,فندق,فندق
3890,الهيلتون,الهيلتون
3891,انا,انا
3892,ما,ما
3893,حاسي,حاسي
3894,كويس,كويس
3895,لكن,لكن
3896,انا,انا
3897,عندي,عندي
3898,موعد,موعد
3899,عشان,عشان
3900,اشوفها,اشوفها
3901,الساعة,الساعة
3902,اتنين,اثنين
3903,هل,هل
3904,العربية,العربية
3905,دي,دي
3906,بتمشي,بتمشي
3907,لي,الى
3908,ادينبيره,ادينبيره
3909,نعم,نعم
3910,من,من
3911,فضلك,فضلك
3912,املأ,املأ
3913,الفورمة,الفورمة
3914,دي,دي
3915,كم,كم
3916,السعر,السعر
3917,الانت,الانت
3918,بتاجر,بتاجر
3919,بيه,بيه
3920,للوزن,للوزن
3921,الزائد,الزايد
3922,اسمي,اسمي
3923,هو,هو
3924,كيمودا,كيمودا
3925,داير,داير
3926,الغى,الغي
3927,حجزي,حجزي
3928,للجمعة,للجمعة
3929,اوه,اوه
3930,انا,انا
3931,اسف,اسف
3932,كان,كان
3933,هناك,هناك
3934,مشاكل,مشاكل
3935,و,و
3936,نحن,نحن
3937,بنعالجها,بنعالجها
3938,ممكن,ممكن
3939,تنتظرحوالي,تنتظرحوالي
3940,تلاتين,ثلاثين
3941,دقيقة,دقيقة
3942,زمن,زمن
3943,المغادرة,المغادرة
3944,متين,متين
3945,حصلت,حصلت
3946,عليه,عليه
3947,هل,هل
3948,انت,انت
3949,داير,داير
3950,تسوي,تسوي
3951,الفاتورة,الفاتورة
3952,الآن,الآن
3953,العربية,العربية
3954,جات,جات
3955,من,من
3956,الجنبة,الجنبة
3957,في,في
3958,التقاطع,التقاطع
3959,ده,ده
3960,صندوق,صندوق
3961,موسيقى,موسيقى
3962,وين,وين
3963,الضاحية,الضاحية
3964,هل,هل
3965,هناك,هناك
3966,جولة,جولة
3967,بص,بص
3968,في,في
3969,المدينة,المدينة
3970,بنبدا,بنبدا
3971,في,في
3972,ياتو,ياتو
3973,زمن,زمن
3974,كله,كله
